DEPENDENCIA_ADMINISTRATIVA,NOTA_MEDIA_ESCOLA,TAXA_DE_APROVACAO,TAXA_DE_PARTICIPACAO
Privada,605.1699829,98.3,86.95652008
Estadual,507.4249878,86.0,52.63158035
Privada,605.8454590,83.3,95.65217590
Estadual,545.0645752,91.4,57.24637604
Privada,569.8655396,98.9,90.62500000
Privada,581.6210327,98.6,95.00000000
Privada,578.3272705,100.0,100.00000000
Privada,595.2307739,95.5,92.85713959
Privada,625.0142822,98.4,100.00000000
Privada,646.5922852,98.1,92.85713959
Estadual,559.6695557,86.9,53.48837280
Privada,572.9091187,100.0,91.66667175
Privada,600.3110962,100.0,96.42857361
Federal,610.9296265,"",95.15418243
Privada,645.8499756,96.2,88.88889313
Estadual,571.3524780,77.0,75.00000000
Privada,596.8140259,90.5,90.47618866
Estadual,550.5313721,92.1,72.04301453
Privada,628.3384399,97.6,96.29629517
Privada,610.8769531,91.4,100.00000000
Privada,587.1142578,94.1,82.35294342
Privada,625.0866699,97.7,100.00000000
Privada,577.7333374,100.0,85.71428680
Privada,642.4799805,100.0,90.90909576
Estadual,504.2000122,76.3,63.15789032
Privada,667.2938232,97.5,97.97979736
Privada,638.7000122,92.7,100.00000000
Privada,601.4916382,94.2,100.00000000
Privada,635.8060303,100.0,94.28571320
Privada,576.7315674,98.5,100.00000000
Privada,648.0809326,81.3,95.45454407
Estadual,572.9359131,84.0,61.53846359
Privada,594.3034668,90.0,93.54838562
Privada,588.9000244,97.0,100.00000000
Privada,641.4730225,97.6,91.55844116
Privada,635.9414063,96.4,85.29411316
Privada,625.6142578,100.0,87.50000000
Privada,604.0384521,100.0,86.66666412
Privada,605.6346436,90.2,96.29629517
Privada,597.8352661,98.3,85.00000000
Privada,679.0666504,93.7,98.01980591
Privada,604.8812256,98.6,76.19047546
Privada,578.7479858,100.0,100.00000000
Privada,602.8470459,95.5,70.83332825
Privada,634.6683960,100.0,86.36363983
Privada,637.0111084,93.4,90.00000000
Privada,523.2916870,91.7,92.30769348
Privada,586.1749878,83.2,84.21052551
Privada,605.9444580,95.1,90.00000000
Privada,610.2966919,88.5,95.23809814
Privada,601.1199951,98.8,90.90909576
Estadual,561.4577026,86.5,63.41463470
Privada,656.1599731,93.2,95.23809814
Privada,591.7272949,89.1,100.00000000
Federal,657.1925659,96.4,94.94949341
Privada,546.2533569,69.4,83.33332825
Estadual,536.1471558,60.8,59.55056000
Privada,610.5000000,98.3,94.73684692
Estadual,555.4428711,81.1,60.26490402
Privada,596.1633301,95.1,93.75000000
Privada,608.1090698,100.0,91.66667175
Privada,622.5999756,97.1,100.00000000
Privada,598.7352905,90.3,91.89189148
Privada,659.0610962,88.7,85.71428680
Privada,622.6616821,98.7,94.00000000
Privada,606.2182007,97.4,100.00000000
Privada,598.7333374,98.4,90.00000000
Privada,621.4277954,97.3,85.71428680
Estadual,568.5317993,90.4,68.93617249
Privada,588.0184937,94.7,84.37500000
Privada,585.1681519,95.8,78.57142639
Privada,564.3857422,100.0,93.33333588
Privada,610.5466919,98.8,93.75000000
Privada,635.3970337,97.9,95.77465057
Privada,577.0166626,98.9,94.73684692
Privada,641.6812744,100.0,100.00000000
Privada,604.5200195,100.0,100.00000000
Estadual,548.3629761,82.9,69.23077393
Privada,569.3800049,94.7,90.90909576
Privada,570.3129272,86.9,79.48718262
Privada,618.3312378,100.0,100.00000000
Privada,588.3649902,100.0,95.23809814
Privada,611.4058838,96.2,94.44444275
Privada,586.2333374,89.0,80.76922607
Privada,654.0048218,88.4,100.00000000
Privada,632.9708252,98.2,100.00000000
Estadual,523.8142700,93.0,66.66667175
Privada,586.0928345,100.0,87.50000000
Privada,628.1217651,93.8,92.00000000
Privada,648.7461548,100.0,92.85713959
Privada,597.2000122,97.3,94.11764526
Privada,586.8624878,96.8,88.88889313
Estadual,590.2347412,94.2,91.13923645
Privada,621.3905029,98.1,100.00000000
Privada,658.6928711,86.9,82.35294342
Privada,633.2607422,93.2,96.39640045
Federal,665.7509766,96.1,94.54545593
Privada,605.3214111,91.8,93.33333588
Privada,587.3499756,94.4,92.85713959
Privada,616.9923096,88.2,92.85713959
Privada,665.6655273,98.5,97.75280762
Privada,630.0000000,93.3,94.11764526
Privada,631.2166748,96.6,94.73684692
Privada,672.2750244,93.8,100.00000000
Privada,623.3933105,94.3,83.33332825
Federal,646.8303833,90.8,96.15384674
Privada,633.2066650,95.0,100.00000000
Privada,616.0599976,100.0,100.00000000
Privada,576.4666748,60.0,93.75000000
Privada,596.3583374,97.7,92.30769348
Privada,596.5999756,98.0,84.61538696
Privada,585.0999756,97.7,100.00000000
Privada,647.1066895,97.7,88.23529816
Privada,597.1060791,94.5,89.18918610
Privada,608.9307861,100.0,86.66666412
Privada,631.9749756,95.2,100.00000000
Privada,616.9749756,100.0,100.00000000
Privada,616.7800293,100.0,83.33332825
Privada,646.0097046,99.3,95.38461304
Privada,550.1333618,96.9,100.00000000
Estadual,559.4375000,62.8,50.00000000
Privada,557.4013672,92.1,83.14606476
Privada,615.8461304,93.1,97.01493073
Estadual,553.4666748,93.8,80.00000000
Privada,602.8437500,98.4,94.11764526
Estadual,546.7269287,83.5,70.27027130
Estadual,592.6599731,96.9,76.92308044
Estadual,565.5190430,100.0,52.49999619
Estadual,563.6409302,90.3,83.54430389
Estadual,575.2249756,77.5,70.58823395
Estadual,541.8923340,80.9,50.00000000
Estadual,487.0071411,81.1,50.00000000
Privada,575.4600220,100.0,100.00000000
Privada,573.0428467,98.1,87.50000000
Privada,641.9233398,98.9,97.82608795
Privada,655.7307739,98.8,100.00000000
Estadual,623.8796997,79.1,94.11764526
Estadual,591.5276489,91.2,88.88889313
Estadual,591.0937500,88.4,95.23809814
Estadual,595.4938354,95.2,91.01123810
Privada,586.8631592,80.0,90.47618866
Estadual,543.1381226,91.3,55.26315689
Privada,647.1756592,84.8,94.87179565
Privada,600.3090820,95.2,91.66667175
Privada,645.5930786,94.0,100.00000000
Privada,654.0971680,93.3,100.00000000
Privada,636.9555664,100.0,94.73684692
Estadual,583.3687744,82.3,55.17241287
Privada,594.1954346,95.7,84.61538696
Privada,617.1749878,88.8,86.95652008
Estadual,534.3649902,85.5,50.00000000
Privada,627.6500244,94.4,93.33333588
Privada,610.9906006,76.1,96.96969604
Privada,577.6900024,100.0,100.00000000
Privada,595.4227295,100.0,81.48148346
Privada,628.8959961,97.7,92.59259033
Estadual,556.4783936,73.0,52.85714340
Privada,610.9108276,97.2,97.36841583
Privada,641.2727051,95.6,100.00000000
Estadual,501.9580688,97.1,72.09302521
Privada,621.7642822,95.0,100.00000000
Privada,620.3545532,100.0,100.00000000
Privada,592.8105469,95.3,90.47618866
Privada,579.2848511,77.6,71.73912811
Privada,613.1527710,94.6,97.29730225
Privada,553.9000244,100.0,95.00000000
Municipal,564.4749756,90.3,82.05128479
Municipal,556.1384888,86.3,55.71428680
Privada,577.5545654,96.2,100.00000000
Privada,595.0357056,100.0,87.50000000
Privada,600.6900024,93.8,100.00000000
Privada,597.5588379,94.7,85.00000000
Privada,607.5305786,97.4,97.29730225
Privada,608.6599731,97.5,100.00000000
Privada,629.7800293,91.1,100.00000000
Privada,596.6681519,98.1,100.00000000
Privada,643.6340942,87.9,98.47328186
Estadual,555.4199829,84.4,50.00000000
Privada,599.4000244,100.0,92.30769348
Estadual,559.9671021,86.7,61.65413284
Estadual,527.7727051,65.2,61.11111069
Privada,671.1829224,98.1,95.34883118
Privada,618.2809448,95.7,100.00000000
Privada,644.0952148,93.3,93.03797150
Estadual,556.4631348,93.4,51.35134888
Estadual,563.6507568,85.6,80.72289276
Privada,584.4952393,98.9,84.00000000
Privada,627.9935303,96.4,100.00000000
Privada,637.3907471,95.0,96.42857361
Privada,630.4000244,98.8,96.15384674
Privada,625.2730713,88.7,89.65517426
Privada,620.0333252,85.1,92.30769348
Privada,607.3800049,100.0,83.33332825
Estadual,533.7035522,86.9,60.86956406
Estadual,534.6799927,90.9,65.21739197
Estadual,528.8076782,80.3,65.00000000
Estadual,556.0567627,87.3,63.79310608
Estadual,583.0307617,89.7,56.52173615
Estadual,538.6789551,85.3,82.60869598
Privada,629.6272583,94.5,97.05882263
Privada,628.9724121,97.1,96.66666412
Privada,583.1545410,96.3,84.61538696
Privada,601.9071655,90.3,87.50000000
Privada,590.6599731,100.0,76.92308044
Privada,615.1599731,92.7,83.33332825
Privada,587.0142822,100.0,90.32257843
Privada,541.5153809,100.0,92.85713959
Privada,620.2194214,93.2,100.00000000
Privada,635.3743286,82.7,97.50000000
Privada,632.9548340,96.2,91.17646790
Privada,567.9000244,100.0,100.00000000
Privada,639.7416382,96.7,100.00000000
Privada,608.7533569,97.6,93.75000000
Privada,631.4789429,97.1,88.37209320
Privada,617.6079712,99.0,100.00000000
Privada,593.9727173,96.1,91.66667175
Estadual,558.1314697,64.5,70.07874298
Privada,632.7692261,93.5,100.00000000
Privada,593.4066772,95.4,88.23529816
Privada,665.8973389,97.0,100.00000000
Privada,622.1718750,88.2,100.00000000
Privada,624.4625244,83.3,94.11764526
Privada,629.8959961,81.7,100.00000000
Privada,649.6250000,96.3,94.54545593
Estadual,587.6389160,94.3,56.25000000
Estadual,566.9899902,74.6,51.28205490
Estadual,512.2833252,91.2,60.00000381
Estadual,494.3166809,77.6,63.15789032
Estadual,565.7733154,87.1,62.50000000
Estadual,582.7583618,95.7,52.17391205
Estadual,605.7148438,93.0,96.42857361
Privada,608.8356934,97.2,93.33333588
Privada,557.4538574,100.0,92.85713959
Privada,636.9714355,98.0,91.30435181
Privada,618.4384766,84.9,96.29629517
Privada,607.7899780,95.0,90.90909576
Privada,601.3580933,93.5,88.57142639
Privada,574.6643066,97.8,93.33333588
Privada,614.7235107,100.0,85.00000000
Privada,625.2863770,95.4,100.00000000
Federal,664.6958618,77.6,98.63013458
Privada,691.7438965,96.0,94.25286865
Privada,672.0700073,98.5,86.95652008
Federal,650.2039185,84.3,100.00000000
Privada,580.0785522,100.0,82.35294342
Privada,546.6400146,65.0,90.90909576
Federal,611.1661987,65.6,98.55072784
Privada,668.0047607,91.4,100.00000000
Privada,617.5562744,95.1,100.00000000
Privada,600.5545654,88.2,100.00000000
Estadual,530.9799805,92.5,55.55555725
Estadual,526.2199707,57.3,64.51612854
Estadual,568.8307495,90.2,65.00000000
Estadual,544.2000122,76.0,57.69230652
Estadual,509.8315735,86.7,59.37500000
Estadual,557.8992310,78.8,55.75221252
Estadual,524.0722046,95.9,50.00000000
Estadual,539.6867676,70.8,56.19834518
Privada,636.4749756,90.6,100.00000000
Privada,636.9077148,100.0,92.85713959
Privada,600.8350220,"",95.23809814
Privada,598.4658813,96.0,89.79591370
Privada,594.1666870,95.0,100.00000000
Privada,561.3214111,94.3,100.00000000
Privada,589.1699829,94.1,95.23809814
Privada,599.6130371,94.6,85.18518829
Privada,625.7268066,91.9,100.00000000
Privada,590.2434692,100.0,92.00000000
Estadual,549.3757935,60.7,50.80214310
Estadual,555.6846313,100.0,54.16666794
Privada,614.8166504,100.0,92.30769348
Estadual,560.5999756,88.2,63.15789032
Privada,615.8379517,89.8,90.62500000
Estadual,550.2758789,72.1,63.84615326
Estadual,527.4727173,78.1,52.38095474
Estadual,569.5454712,96.1,57.89473724
Privada,592.7846069,91.2,92.85713959
Privada,590.0324707,97.7,93.02326202
Privada,657.2647095,96.3,100.00000000
Privada,567.6727295,100.0,78.57142639
Privada,587.2296143,70.1,81.81818390
Privada,650.6500244,83.6,94.73684692
Privada,542.7399902,93.7,78.12500000
Privada,601.1592407,100.0,96.42857361
Privada,626.0845947,98.6,92.85713959
Privada,649.6278076,97.2,96.42857361
Privada,572.9083252,93.8,100.00000000
Privada,671.3499756,95.2,100.00000000
Privada,661.7139282,96.1,98.75000000
Privada,641.2199707,100.0,100.00000000
Federal,644.3052368,93.7,98.96907043
Federal,609.0092773,90.5,98.85057068
Federal,613.5808105,79.0,92.40505981
Federal,569.7020874,83.8,94.11764526
Privada,623.2100220,95.5,100.00000000
Estadual,560.7999878,77.9,58.82353210
Privada,638.7547607,95.3,94.05941010
Privada,633.4799805,93.3,93.75000000
Estadual,527.9281616,79.7,63.96396255
Privada,641.0069580,93.8,97.72727203
Privada,588.5595093,94.8,97.67441559
Privada,602.9680176,88.9,92.59259033
Federal,611.7190552,97.4,100.00000000
Federal,647.9192505,91.8,96.29629517
Federal,633.7460327,83.1,96.92308044
Federal,636.4187622,79.8,100.00000000
Privada,554.6624756,96.5,80.00000000
Estadual,557.2916870,78.6,54.54545593
Privada,620.9571533,97.5,96.55171967
Federal,634.4898071,91.6,96.07843018
Federal,608.5361328,93.4,97.29730225
Privada,704.6441650,91.7,97.72727203
Privada,583.3737793,98.7,79.24528503
Privada,713.6290283,94.2,98.68421173
Privada,615.8956299,100.0,85.18518829
Estadual,511.0212097,88.9,50.00000000
Estadual,550.7999878,90.5,55.55555725
Privada,591.1666870,98.0,100.00000000
Privada,595.0499878,100.0,80.00000000
Privada,646.2666626,96.6,85.71428680
Privada,693.0759888,100.0,100.00000000
Privada,637.9601440,95.3,99.39024353
Privada,531.4682007,98.8,56.41025925
Estadual,536.9057007,82.0,63.63636398
Estadual,556.6959229,47.7,57.64706039
Estadual,526.8285522,65.3,56.75675964
Privada,645.8964233,93.2,96.55171967
Privada,642.6264648,98.1,88.31169128
Privada,646.0457153,86.6,100.00000000
Privada,636.7179565,92.1,97.80220032
Privada,613.8648682,86.2,97.36841583
Privada,646.5599976,98.7,89.28571320
Privada,576.5800171,100.0,90.90909576
Privada,643.7515259,94.7,97.05882263
Privada,661.8481445,93.5,93.10344696
Privada,629.4606323,92.5,100.00000000
Privada,592.0414429,95.9,94.59458923
Privada,662.5000000,92.2,96.00000000
Privada,665.4709473,87.1,96.87500000
Privada,615.7833252,97.7,96.00000000
Municipal,554.5875244,72.7,88.88889313
Estadual,556.0187378,92.1,59.25925827
Privada,619.3206787,88.0,93.54838562
Privada,669.1300049,98.8,100.00000000
Privada,620.1725464,98.6,96.22641754
Privada,643.1676636,93.5,100.00000000
Privada,577.1312256,96.4,82.05128479
