Year,Month,DayofMonth,DayOfWeek,Carrier,OriginAirportID,OriginAirportName,OriginCity,OriginState,DestAirportID,DestAirportName,DestCity,DestState,CRSDepTime,DepDelay,DepDel15,CRSArrTime,ArrDelay,ArrDel15,Cancelled
2013,5,9,4,WN,11259,Dallas Love Field,Dallas,TX,12191,William P Hobby,Houston,TX,1100,19,1,1200,22,1,0
2013,5,16,4,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,15016,Lambert-St. Louis International,St. Louis,MO,1921,-3,0,2013,-15,0,0
2013,10,2,3,WN,12191,William P Hobby,Houston,TX,13495,Louis Armstrong New Orleans International,New Orleans,LA,1100,0,0,1210,-16,0,0
2013,6,1,6,DL,14570,Reno/Tahoe International,Reno,NV,14869,Salt Lake City International,Salt Lake City,UT,1335,-15,0,1556,-22,0,0
2013,8,29,4,DL,13204,Orlando International,Orlando,FL,12953,LaGuardia,New York,NY,810,5,0,1048,-5,0,0
2013,4,29,1,AA,13303,Miami International,Miami,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,2200,1,0,2355,-11,0,0
2013,5,27,1,MQ,13303,Miami International,Miami,FL,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,2135,2,0,10,5,0,0
2013,8,7,3,UA,12266,George Bush Intercontinental/Houston,Houston,TX,11618,Newark Liberty International,Newark,NJ,614,-2,0,1055,-8,0,0
2013,10,3,4,UA,11618,Newark Liberty International,Newark,NJ,12892,Los Angeles International,Los Angeles,CA,742,18,1,1052,26,1,0
2013,5,13,1,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14683,San Antonio International,San Antonio,TX,2145,2,0,2245,0,0,0
2013,5,21,2,UA,13930,Chicago O'Hare International,Chicago,IL,10721,Logan International,Boston,MA,1804,32,1,2126,117,1,0
2013,6,30,7,EV,11433,Detroit Metro Wayne County,Detroit,MI,12264,Washington Dulles International,Washington,DC,1933,10,0,2100,26,1,0
2013,8,10,6,EV,12266,George Bush Intercontinental/Houston,Houston,TX,11259,Dallas Love Field,Dallas,TX,1455,-2,0,1602,-13,0,0
2013,10,21,1,WN,13232,Chicago Midway International,Chicago,IL,14492,Raleigh-Durham International,Raleigh/Durham,NC,2050,9,0,2340,-8,0,0
2013,10,12,6,MQ,13487,Minneapolis-St Paul International,Minneapolis,MN,12953,LaGuardia,New York,NY,900,-3,0,1235,2,0,0
2013,6,12,3,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,15304,Tampa International,Tampa,FL,2015,1,0,2340,-5,0,0
2013,5,21,2,UA,12173,Honolulu International,Honolulu,HI,13930,Chicago O'Hare International,Chicago,IL,1925,14,0,832,11,0,0
2013,8,15,4,OO,14771,San Francisco International,San Francisco,CA,13891,Ontario International,Ontario,CA,2250,-7,0,18,-21,0,0
2013,7,28,7,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,13930,Chicago O'Hare International,Chicago,IL,740,41,1,1005,25,1,0
2013,9,8,7,UA,10140,Albuquerque International Sunport,Albuquerque,NM,12264,Washington Dulles International,Washington,DC,1005,-3,0,1544,5,0,0
2013,9,6,5,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,14107,Phoenix Sky Harbor International,Phoenix,AZ,1349,1,0,1440,-9,0,0
2013,5,28,2,EV,11042,Cleveland-Hopkins International,Cleveland,OH,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,837,-3,0,1031,-15,0,0
2013,7,23,2,US,14771,San Francisco International,San Francisco,CA,14100,Philadelphia International,Philadelphia,PA,1055,-6,0,1912,8,0,0
2013,6,28,5,UA,11618,Newark Liberty International,Newark,NJ,13930,Chicago O'Hare International,Chicago,IL,1755,31,1,1948,15,1,0
2013,5,8,3,MQ,11066,Port Columbus International,Columbus,OH,13930,Chicago O'Hare International,Chicago,IL,1425,77,1,1445,74,1,0
2013,7,10,3,AA,15376,Tucson International,Tucson,AZ,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1047,-7,0,1505,-15,0,0
2013,9,1,7,AA,13204,Orlando International,Orlando,FL,13303,Miami International,Miami,FL,920,2,0,1025,6,0,0
2013,6,26,3,OO,14869,Salt Lake City International,Salt Lake City,UT,14771,San Francisco International,San Francisco,CA,1118,75,1,1230,78,1,0
2013,4,24,3,US,10529,Bradley International,Hartford,CT,11057,Charlotte Douglas International,Charlotte,NC,630,-6,0,840,-10,0,0
2013,10,31,4,MQ,15304,Tampa International,Tampa,FL,12478,John F. Kennedy International,New York,NY,1825,-6,0,2105,16,1,0
2013,7,15,1,WN,11292,Denver International,Denver,CO,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,1150,4,0,1710,39,1,0
2013,4,17,3,US,14107,Phoenix Sky Harbor International,Phoenix,AZ,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1515,-5,0,2152,-6,0,0
2013,6,25,2,US,13487,Minneapolis-St Paul International,Minneapolis,MN,11057,Charlotte Douglas International,Charlotte,NC,520,-3,0,842,-4,0,0
2013,7,31,3,WN,14122,Pittsburgh International,Pittsburgh,PA,13204,Orlando International,Orlando,FL,1730,-3,0,1945,-7,0,0
2013,10,9,3,MQ,12478,John F. Kennedy International,New York,NY,14122,Pittsburgh International,Pittsburgh,PA,1455,-3,0,1630,1,0,0
2013,4,6,6,OO,13342,General Mitchell International,Milwaukee,WI,12266,George Bush Intercontinental/Houston,Houston,TX,742,-12,0,1045,-21,0,0
2013,7,19,5,US,14107,Phoenix Sky Harbor International,Phoenix,AZ,14869,Salt Lake City International,Salt Lake City,UT,740,-6,0,1019,-4,0,0
2013,6,10,1,EV,11433,Detroit Metro Wayne County,Detroit,MI,10529,Bradley International,Hartford,CT,1011,-4,0,1153,-3,0,0
2013,8,21,3,AS,14747,Seattle/Tacoma International,Seattle,WA,10299,Ted Stevens Anchorage International,Anchorage,AK,1735,-7,0,2004,-17,0,0
2013,9,20,5,UA,12953,LaGuardia,New York,NY,13930,Chicago O'Hare International,Chicago,IL,1200,-5,0,1334,-31,0,0
2013,6,6,4,F9,13495,Louis Armstrong New Orleans International,New Orleans,LA,11292,Denver International,Denver,CO,1433,0,0,1620,2,0,0
2013,9,30,1,WN,15376,Tucson International,Tucson,AZ,12889,McCarran International,Las Vegas,NV,910,-5,0,1025,-4,0,0
2013,6,3,1,WN,14307,Theodore Francis Green State,Providence,RI,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,1350,-2,0,1505,0,0,0
2013,8,11,7,EV,12266,George Bush Intercontinental/Houston,Houston,TX,11259,Dallas Love Field,Dallas,TX,1545,-2,0,1648,-3,0,0
2013,6,26,3,US,11057,Charlotte Douglas International,Charlotte,NC,14122,Pittsburgh International,Pittsburgh,PA,2210,27,1,2327,36,1,0
2013,6,24,1,DL,14869,Salt Lake City International,Salt Lake City,UT,14679,San Diego International,San Diego,CA,1653,1,0,1744,0,0,0
2013,9,5,4,DL,12889,McCarran International,Las Vegas,NV,14869,Salt Lake City International,Salt Lake City,UT,630,-6,0,853,-14,0,0
2013,9,28,6,WN,11259,Dallas Love Field,Dallas,TX,13495,Louis Armstrong New Orleans International,New Orleans,LA,920,-1,0,1040,1,0,0
2013,5,8,3,AA,13487,Minneapolis-St Paul International,Minneapolis,MN,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1040,-10,0,1320,-26,0,0
2013,7,28,7,DL,11433,Detroit Metro Wayne County,Detroit,MI,10529,Bradley International,Hartford,CT,1750,-5,0,1934,-5,0,0
2013,7,31,3,UA,14771,San Francisco International,San Francisco,CA,13930,Chicago O'Hare International,Chicago,IL,839,1,0,1450,-11,0,0
2013,10,11,5,DL,12478,John F. Kennedy International,New York,NY,11292,Denver International,Denver,CO,1905,4,0,2131,-30,0,0
2013,8,9,5,WN,14307,Theodore Francis Green State,Providence,RI,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,1700,2,0,1825,-6,0,0
2013,4,27,6,WN,11259,Dallas Love Field,Dallas,TX,12191,William P Hobby,Houston,TX,1400,-2,0,1500,-4,0,0
2013,6,1,6,WN,12892,Los Angeles International,Los Angeles,CA,14893,Sacramento International,Sacramento,CA,1840,-3,0,2000,-13,0,0
2013,4,2,2,VX,12892,Los Angeles International,Los Angeles,CA,13930,Chicago O'Hare International,Chicago,IL,1135,7,0,1745,-14,0,0
2013,8,5,1,OO,12892,Los Angeles International,Los Angeles,CA,14893,Sacramento International,Sacramento,CA,758,-5,0,922,-3,0,0
2013,8,24,6,AA,14843,Luis Munoz Marin International,San Juan,PR,13303,Miami International,Miami,FL,1900,-13,0,2135,-13,0,0
2013,4,21,7,WN,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,10721,Logan International,Boston,MA,2145,23,1,2305,20,1,0
2013,5,4,6,DL,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1515,-1,0,1711,-6,0,0
2013,6,28,5,MQ,13871,Eppley Airfield,Omaha,NE,13930,Chicago O'Hare International,Chicago,IL,1710,26,1,1840,39,1,0
2013,10,23,3,FL,14635,Southwest Florida International,Fort Myers,FL,11066,Port Columbus International,Columbus,OH,1010,-8,0,1225,-10,0,0
2013,8,19,1,WN,13851,Will Rogers World,Oklahoma City,OK,14107,Phoenix Sky Harbor International,Phoenix,AZ,1930,25,1,1945,16,1,0
2013,10,6,7,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,12266,George Bush Intercontinental/Houston,Houston,TX,1201,-1,0,1317,-17,0,0
2013,8,25,7,WN,12953,LaGuardia,New York,NY,13232,Chicago Midway International,Chicago,IL,940,0,0,1110,-33,0,0
2013,5,6,1,DL,15304,Tampa International,Tampa,FL,13487,Minneapolis-St Paul International,Minneapolis,MN,820,224,1,1045,204,1,0
2013,4,1,1,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,12478,John F. Kennedy International,New York,NY,2030,-4,0,2253,-20,0,0
2013,4,2,2,US,14027,Palm Beach International,West Palm Beach/Palm Beach,FL,11057,Charlotte Douglas International,Charlotte,NC,635,5,0,831,4,0,0
2013,4,8,1,DL,12892,Los Angeles International,Los Angeles,CA,11433,Detroit Metro Wayne County,Detroit,MI,1315,-4,0,2044,4,0,0
2013,9,16,1,F9,11292,Denver International,Denver,CO,11433,Detroit Metro Wayne County,Detroit,MI,1355,-2,0,1842,-2,0,0
2013,9,10,2,WN,13796,Metropolitan Oakland International,Oakland,CA,14747,Seattle/Tacoma International,Seattle,WA,625,-4,0,820,-4,0,0
2013,9,3,2,UA,12892,Los Angeles International,Los Angeles,CA,12266,George Bush Intercontinental/Houston,Houston,TX,1400,-1,0,1917,2,0,0
2013,4,29,1,WN,14683,San Antonio International,San Antonio,TX,11259,Dallas Love Field,Dallas,TX,1935,101,1,2035,108,1,0
2013,8,3,6,WN,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,15304,Tampa International,Tampa,FL,1145,-1,0,1255,-15,0,0
2013,6,27,4,MQ,13930,Chicago O'Hare International,Chicago,IL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,605,190,1,855,176,1,0
2013,10,18,5,FL,13204,Orlando International,Orlando,FL,13495,Louis Armstrong New Orleans International,New Orleans,LA,1210,-5,0,1255,-11,0,0
2013,9,7,6,DL,14908,John Wayne Airport-Orange County,Santa Ana,CA,13487,Minneapolis-St Paul International,Minneapolis,MN,800,0,0,1329,-9,0,0
2013,9,10,2,YV,14107,Phoenix Sky Harbor International,Phoenix,AZ,10800,Bob Hope,Burbank,CA,1035,-5,0,1203,18,1,0
2013,10,19,6,DL,11278,Ronald Reagan Washington National,Washington,DC,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1100,-5,0,1251,-1,0,0
2013,9,19,4,UA,12264,Washington Dulles International,Washington,DC,11292,Denver International,Denver,CO,1859,11,0,2049,17,1,0
2013,8,7,3,MQ,12478,John F. Kennedy International,New York,NY,14492,Raleigh-Durham International,Raleigh/Durham,NC,829,-2,0,1004,8,0,0
2013,10,21,1,DL,11057,Charlotte Douglas International,Charlotte,NC,11433,Detroit Metro Wayne County,Detroit,MI,600,-3,0,751,1,0,0
2013,4,22,1,OO,12892,Los Angeles International,Los Angeles,CA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1233,12,0,1729,9,0,0
2013,8,16,5,UA,11618,Newark Liberty International,Newark,NJ,12266,George Bush Intercontinental/Houston,Houston,TX,909,-6,0,1152,-9,0,0
2013,6,28,5,WN,12889,McCarran International,Las Vegas,NV,12892,Los Angeles International,Los Angeles,CA,1715,0,0,1820,11,0,0
2013,7,16,2,WN,14831,Norman Y. Mineta San Jose International,San Jose,CA,11292,Denver International,Denver,CO,845,-1,0,1215,-4,0,0
2013,6,5,3,HA,12173,Honolulu International,Honolulu,HI,13830,Kahului Airport,Kahului,HI,1438,-3,0,1517,-7,0,0
2013,5,30,4,UA,12889,McCarran International,Las Vegas,NV,12266,George Bush Intercontinental/Houston,Houston,TX,715,-11,0,1218,-26,0,0
2013,5,20,1,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,12892,Los Angeles International,Los Angeles,CA,1325,-1,0,1450,-10,0,0
2013,9,16,1,US,14107,Phoenix Sky Harbor International,Phoenix,AZ,12266,George Bush Intercontinental/Houston,Houston,TX,1845,-6,0,2320,-18,0,0
2013,6,5,3,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,12953,LaGuardia,New York,NY,640,-3,0,856,-25,0,0
2013,10,19,6,WN,14893,Sacramento International,Sacramento,CA,12889,McCarran International,Las Vegas,NV,625,0,0,745,-8,0,0
2013,6,23,7,9E,12339,Indianapolis International,Indianapolis,IN,14492,Raleigh-Durham International,Raleigh/Durham,NC,1720,14,0,1900,13,0,0
2013,6,17,1,DL,12889,McCarran International,Las Vegas,NV,12892,Los Angeles International,Los Angeles,CA,1055,7,0,1214,-8,0,0
2013,7,29,1,UA,13930,Chicago O'Hare International,Chicago,IL,14771,San Francisco International,San Francisco,CA,1033,-2,0,1311,-7,0,0
2013,7,19,5,AA,12892,Los Angeles International,Los Angeles,CA,13303,Miami International,Miami,FL,745,2,0,1610,-9,0,0
2013,5,30,4,AA,13303,Miami International,Miami,FL,12264,Washington Dulles International,Washington,DC,2140,-4,0,10,-5,0,0
2013,6,15,6,FL,10792,Buffalo Niagara International,Buffalo,NY,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,600,-2,0,758,-12,0,0
2013,4,21,7,FL,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,13204,Orlando International,Orlando,FL,840,8,0,1055,26,1,0
2013,5,5,7,FL,13204,Orlando International,Orlando,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,2010,-5,0,2140,-14,0,0
2013,6,9,7,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,14730,Louisville International-Standiford Field,Louisville,KY,1444,45,1,1606,73,1,0
2013,8,14,3,WN,13232,Chicago Midway International,Chicago,IL,13495,Louis Armstrong New Orleans International,New Orleans,LA,1645,5,0,1850,3,0,0
2013,9,25,3,AA,12339,Indianapolis International,Indianapolis,IN,12892,Los Angeles International,Los Angeles,CA,1840,-14,0,2010,13,0,0
2013,7,20,6,DL,14869,Salt Lake City International,Salt Lake City,UT,11433,Detroit Metro Wayne County,Detroit,MI,30,-5,0,547,-20,0,0
2013,8,5,1,WN,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,13931,Norfolk International,Norfolk,VA,2135,1,0,2325,-28,0,0
2013,8,26,1,UA,14831,Norman Y. Mineta San Jose International,San Jose,CA,11292,Denver International,Denver,CO,700,-4,0,1030,-15,0,0
2013,10,20,7,US,10721,Logan International,Boston,MA,14107,Phoenix Sky Harbor International,Phoenix,AZ,620,-6,0,912,4,0,0
2013,4,26,5,DL,14730,Louisville International-Standiford Field,Louisville,KY,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,729,0,0,854,11,0,0
2013,8,26,1,DL,14869,Salt Lake City International,Salt Lake City,UT,14057,Portland International,Portland,OR,2205,-9,0,2257,-16,0,0
2013,6,29,6,DL,13204,Orlando International,Orlando,FL,11433,Detroit Metro Wayne County,Detroit,MI,815,5,0,1050,18,1,0
2013,6,6,4,MQ,14492,Raleigh-Durham International,Raleigh/Durham,NC,11278,Ronald Reagan Washington National,Washington,DC,2115,29,1,2210,43,1,0
2013,10,15,2,UA,12889,McCarran International,Las Vegas,NV,12264,Washington Dulles International,Washington,DC,710,-2,0,1439,-19,0,0
2013,8,18,7,DL,14771,San Francisco International,San Francisco,CA,13487,Minneapolis-St Paul International,Minneapolis,MN,1235,-7,0,1811,-13,0,0
2013,5,13,1,YV,14107,Phoenix Sky Harbor International,Phoenix,AZ,12954,Long Beach Airport,Long Beach,CA,1655,-1,0,1811,-2,0,0
2013,7,27,6,US,13930,Chicago O'Hare International,Chicago,IL,14107,Phoenix Sky Harbor International,Phoenix,AZ,718,-1,0,900,-15,0,0
2013,6,3,1,DL,14869,Salt Lake City International,Salt Lake City,UT,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1300,-1,0,1840,-16,0,0
2013,9,22,7,UA,11292,Denver International,Denver,CO,12892,Los Angeles International,Los Angeles,CA,1858,-1,0,2028,-11,0,0
2013,4,9,2,EV,13871,Eppley Airfield,Omaha,NE,13930,Chicago O'Hare International,Chicago,IL,725,203,1,900,189,1,0
2013,7,30,2,YV,11057,Charlotte Douglas International,Charlotte,NC,10423,Austin - Bergstrom International,Austin,TX,1625,20,1,1806,19,1,0
2013,4,20,6,UA,11618,Newark Liberty International,Newark,NJ,14771,San Francisco International,San Francisco,CA,1729,0,0,2111,-38,0,0
2013,9,15,7,B6,11618,Newark Liberty International,Newark,NJ,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,1830,-4,0,2140,-24,0,0
2013,9,23,1,US,10721,Logan International,Boston,MA,12953,LaGuardia,New York,NY,1200,-3,0,1315,-10,0,0
2013,10,11,5,9E,13244,Memphis International,Memphis,TN,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,1300,23,1,1524,17,1,0
2013,5,16,4,UA,12266,George Bush Intercontinental/Houston,Houston,TX,12953,LaGuardia,New York,NY,1751,-2,0,2229,-12,0,0
2013,6,2,7,AA,13303,Miami International,Miami,FL,12953,LaGuardia,New York,NY,610,-4,0,905,-6,0,0
2013,10,5,6,US,14107,Phoenix Sky Harbor International,Phoenix,AZ,11292,Denver International,Denver,CO,2145,-8,0,24,6,0,0
2013,7,22,1,WN,12892,Los Angeles International,Los Angeles,CA,14893,Sacramento International,Sacramento,CA,1925,1,0,2040,-5,0,0
2013,8,2,5,OO,14869,Salt Lake City International,Salt Lake City,UT,14893,Sacramento International,Sacramento,CA,840,-9,0,927,-6,0,0
2013,4,19,5,VX,12264,Washington Dulles International,Washington,DC,14771,San Francisco International,San Francisco,CA,1025,0,0,1325,-14,0,0
2013,10,17,4,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14771,San Francisco International,San Francisco,CA,1410,4,0,1550,2,0,0
2013,9,2,1,DL,13487,Minneapolis-St Paul International,Minneapolis,MN,12889,McCarran International,Las Vegas,NV,1115,0,0,1234,-20,0,0
2013,6,15,6,DL,12892,Los Angeles International,Los Angeles,CA,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,2245,-2,0,607,-17,0,0
2013,9,7,6,WN,11292,Denver International,Denver,CO,13487,Minneapolis-St Paul International,Minneapolis,MN,1305,-4,0,1555,-8,0,0
2013,9,21,6,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14683,San Antonio International,San Antonio,TX,1600,2,0,1705,3,0,0
2013,7,11,4,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,12889,McCarran International,Las Vegas,NV,1348,0,0,1505,-21,0,0
2013,4,19,5,B6,10792,Buffalo Niagara International,Buffalo,NY,12478,John F. Kennedy International,New York,NY,545,-8,0,707,-8,0,0
2013,5,30,4,AA,12889,McCarran International,Las Vegas,NV,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,805,-7,0,1245,-16,0,0
2013,8,27,2,EV,12266,George Bush Intercontinental/Houston,Houston,TX,14492,Raleigh-Durham International,Raleigh/Durham,NC,1415,-9,0,1758,7,0,0
2013,10,6,7,DL,13487,Minneapolis-St Paul International,Minneapolis,MN,14122,Pittsburgh International,Pittsburgh,PA,1515,-4,0,1813,0,0,0
2013,8,7,3,MQ,11042,Cleveland-Hopkins International,Cleveland,OH,13930,Chicago O'Hare International,Chicago,IL,1605,71,1,1630,87,1,0
2013,8,3,6,WN,14893,Sacramento International,Sacramento,CA,11292,Denver International,Denver,CO,900,-2,0,1220,-6,0,0
2013,6,1,6,FL,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1821,-5,0,2015,-19,0,0
2013,8,24,6,AA,10423,Austin - Bergstrom International,Austin,TX,12478,John F. Kennedy International,New York,NY,955,-4,0,1445,-11,0,0
2013,9,15,7,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14683,San Antonio International,San Antonio,TX,1420,2,0,1525,-2,0,0
2013,7,15,1,DL,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,1145,-2,0,1409,0,0,0
2013,7,27,6,WN,14492,Raleigh-Durham International,Raleigh/Durham,NC,12191,William P Hobby,Houston,TX,1400,3,0,1545,34,1,0
2013,5,28,2,MQ,13930,Chicago O'Hare International,Chicago,IL,11066,Port Columbus International,Columbus,OH,1500,-5,0,1710,-11,0,0
2013,4,1,1,WN,13871,Eppley Airfield,Omaha,NE,12889,McCarran International,Las Vegas,NV,1030,2,0,1130,0,0,0
2013,10,31,4,US,13930,Chicago O'Hare International,Chicago,IL,14107,Phoenix Sky Harbor International,Phoenix,AZ,1410,11,0,1559,-19,0,0
2013,5,25,6,US,13930,Chicago O'Hare International,Chicago,IL,11057,Charlotte Douglas International,Charlotte,NC,1620,11,0,1911,0,0,0
2013,8,14,3,DL,15016,Lambert-St. Louis International,St. Louis,MO,11433,Detroit Metro Wayne County,Detroit,MI,1820,-6,0,2052,-17,0,0
2013,5,12,7,EV,11433,Detroit Metro Wayne County,Detroit,MI,12264,Washington Dulles International,Washington,DC,1437,-7,0,1615,-21,0,0
2013,10,15,2,UA,13930,Chicago O'Hare International,Chicago,IL,12266,George Bush Intercontinental/Houston,Houston,TX,1821,-2,0,2102,-7,0,0
2013,10,26,6,US,11057,Charlotte Douglas International,Charlotte,NC,14307,Theodore Francis Green State,Providence,RI,1426,0,0,1620,-9,0,0
2013,6,21,5,WN,14570,Reno/Tahoe International,Reno,NV,12889,McCarran International,Las Vegas,NV,1810,13,0,1925,8,0,0
2013,7,24,3,UA,12266,George Bush Intercontinental/Houston,Houston,TX,14679,San Diego International,San Diego,CA,1305,-3,0,1412,-10,0,0
2013,8,18,7,EV,14683,San Antonio International,San Antonio,TX,13487,Minneapolis-St Paul International,Minneapolis,MN,1130,27,1,1423,11,0,0
2013,7,3,3,DL,13487,Minneapolis-St Paul International,Minneapolis,MN,13198,Kansas City International,Kansas City,MO,1005,20,1,1127,11,0,0
2013,4,23,2,YV,11057,Charlotte Douglas International,Charlotte,NC,12264,Washington Dulles International,Washington,DC,921,-1,0,1044,-12,0,0
2013,9,1,7,FL,11278,Ronald Reagan Washington National,Washington,DC,13342,General Mitchell International,Milwaukee,WI,630,-10,0,726,-10,0,0
2013,5,12,7,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14683,San Antonio International,San Antonio,TX,1100,-2,0,1200,0,1,1
2013,5,14,2,B6,15304,Tampa International,Tampa,FL,12478,John F. Kennedy International,New York,NY,600,-6,0,839,4,0,0
2013,10,29,2,YV,14107,Phoenix Sky Harbor International,Phoenix,AZ,10423,Austin - Bergstrom International,Austin,TX,1840,-6,0,2247,-8,0,0
2013,8,25,7,OO,14679,San Diego International,San Diego,CA,12892,Los Angeles International,Los Angeles,CA,615,-5,0,720,1,0,0
2013,8,16,5,UA,12264,Washington Dulles International,Washington,DC,13204,Orlando International,Orlando,FL,1710,-5,0,1923,15,1,0
2013,10,18,5,WN,11292,Denver International,Denver,CO,13487,Minneapolis-St Paul International,Minneapolis,MN,1015,21,1,1320,10,0,0
2013,4,5,5,WN,13204,Orlando International,Orlando,FL,14100,Philadelphia International,Philadelphia,PA,700,1,0,925,-21,0,0
2013,10,14,1,US,11057,Charlotte Douglas International,Charlotte,NC,12953,LaGuardia,New York,NY,1430,-2,0,1618,-17,0,0
2013,9,13,5,9E,12478,John F. Kennedy International,New York,NY,13931,Norfolk International,Norfolk,VA,1456,-1,0,1637,2,0,0
2013,7,7,7,FL,15016,Lambert-St. Louis International,St. Louis,MO,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,700,-1,0,930,-10,0,0
2013,5,2,4,AA,13303,Miami International,Miami,FL,14843,Luis Munoz Marin International,San Juan,PR,740,7,0,1010,2,0,0
2013,5,17,5,FL,14635,Southwest Florida International,Fort Myers,FL,11066,Port Columbus International,Columbus,OH,1238,-10,0,1459,-13,0,0
2013,4,6,6,FL,13342,General Mitchell International,Milwaukee,WI,11278,Ronald Reagan Washington National,Washington,DC,1919,-10,0,2206,-18,0,0
2013,9,8,7,UA,14771,San Francisco International,San Francisco,CA,12266,George Bush Intercontinental/Houston,Houston,TX,555,0,0,1148,0,0,0
2013,7,11,4,DL,13796,Metropolitan Oakland International,Oakland,CA,14869,Salt Lake City International,Salt Lake City,UT,615,-4,0,904,-11,0,0
2013,6,9,7,DL,11618,Newark Liberty International,Newark,NJ,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1415,30,1,1633,27,1,0
2013,5,2,4,DL,13487,Minneapolis-St Paul International,Minneapolis,MN,11278,Ronald Reagan Washington National,Washington,DC,1020,-5,0,1349,-11,0,0
2013,5,2,4,B6,12478,John F. Kennedy International,New York,NY,14843,Luis Munoz Marin International,San Juan,PR,2359,40,1,345,28,1,0
2013,9,6,5,B6,10529,Bradley International,Hartford,CT,13204,Orlando International,Orlando,FL,1820,52,1,2109,39,1,0
2013,9,22,7,US,11057,Charlotte Douglas International,Charlotte,NC,11278,Ronald Reagan Washington National,Washington,DC,2215,-2,0,2326,-5,0,0
2013,8,7,3,WN,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,1140,-1,0,1415,13,0,0
2013,7,28,7,HA,13830,Kahului Airport,Kahului,HI,12173,Honolulu International,Honolulu,HI,1442,-3,0,1516,-3,0,0
2013,9,7,6,WN,11292,Denver International,Denver,CO,12889,McCarran International,Las Vegas,NV,1025,3,0,1115,-5,0,0
2013,10,6,7,MQ,12478,John F. Kennedy International,New York,NY,11066,Port Columbus International,Columbus,OH,2015,27,1,2155,16,1,0
2013,6,1,6,DL,14492,Raleigh-Durham International,Raleigh/Durham,NC,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1830,-2,0,2003,-8,0,0
2013,8,21,3,US,13198,Kansas City International,Kansas City,MO,11057,Charlotte Douglas International,Charlotte,NC,1530,-4,0,1844,-10,0,0
2013,7,25,4,AA,12953,LaGuardia,New York,NY,13303,Miami International,Miami,FL,820,-8,0,1135,15,1,0
2013,10,2,3,WN,13342,General Mitchell International,Milwaukee,WI,14771,San Francisco International,San Francisco,CA,835,-3,0,1110,-9,0,0
2013,6,19,3,WN,11292,Denver International,Denver,CO,14869,Salt Lake City International,Salt Lake City,UT,1755,72,1,1920,72,1,0
